path,pitch,MFCCs,range_label,gender_label
D:/Hoc/CSDL DPT/wav/5-15_Nu_1.wav,"[213.34637734099343, 28.817680576302454, 168.1792830507429, 292.81713918912504]","[-363.65486378976124, 157.58056138967578, -9.739997330250135, 37.451793101539856, 10.291694155921789, 16.429496121121357, -3.2801846171283664, 8.364893430470863, 2.9578699989511996, 1.1727421056772136, -5.985466664901859, 0.270869290374827, -7.939318981304129, 0.5620810228514946, -0.9725622919865003, -16.637883560831803, 7.949551580132781, -12.519413024849511, 1.1033664716197793, -5.752112648952805, 0.3046247353590026, 0.07777585137764385, -0.059009235385879204, -0.05568435560304075, -0.0468915311968829, 0.04043480805763923, 0.06098154025665383, 0.060178794238163254, -0.006272122637375666, 0.01435449614825859, -0.007955282653784593, 0.0017072187877381203, -0.0017767138612300476, 0.0004912713730507003, -0.024054395626204858, -0.022000651482681703, 0.03618833918991276, 0.0009375098649507026, -0.01576971407160276, -0.03746255679683609, -0.10619773041179985, -0.035763278432014836, 0.0743393971559134, -0.011347074770782476, -0.0016659484056780257, -0.010778177564286062, -0.017999384930532814, -0.022786790418548235, -0.020506008529475362, 0.010579413541784195, 0.004826841568860821, -0.007141904038969304, 0.02287001319090228, -0.002630995796474918, -0.005210167892387286, 0.004870870437372113, -0.03179770274522988, -0.004629838584659954, -0.018879823481182174, -0.0014711007358206051, 39.880923318474345, 25.530278172617216, 15.03616719853701, 23.713402674016624, 18.199231809231076, 9.059993351917674, 14.473109881403444, 11.151685067007229, 9.225695930852448, 8.279599993124558, 8.807822860065693, 9.330346349028376, 7.458468985889288, 6.562438289906484, 6.763798751702799, 7.369582314967121, 6.149144658433426, 8.121914753258368, 6.376944506850963, 6.424701830333584, 6.874513443639055, 4.057261751237789, 2.9733255876303173, 3.44114595642744, 2.8607880880989085, 1.5529930906296565, 2.3180739137968116, 2.005013096501626, 1.6981038507275226, 1.3707912193684997, 1.3638729182617422, 1.3975984456298545, 1.1539221547897538, 1.1400450597233627, 1.3090151250044315, 1.212860952497948, 1.060179249832714, 1.1970382818487793, 1.1855453335382675, 1.116076570692796, 2.816488644340495, 1.8592037175520029, 1.34180988588321, 1.3728471400436244, 1.210024443041003, 0.8890451227218562, 1.0846998200781457, 0.98787876072882, 0.9238455208639291, 0.7418886887819256, 0.7286115962189431, 0.7549408961459697, 0.6450210540708519, 0.6884725305281372, 0.8036651343842692, 0.7347099350117225, 0.6551944488719099, 0.7224823827621468, 0.7094698991816438, 0.6824294430196491]",5-15,Nu
D:/Hoc/CSDL DPT/wav/60+_Nam_1.wav,"[130.35693388168949, 10.24684042136448, 110.95694720678449, 159.65967727133]","[-318.12394447505466, 147.48667654319294, -6.948681176710033, 44.04545143663913, 1.7893104819701016, 24.831410248268103, -4.227589757349738, 2.914883100820249, -2.951359903300432, 5.864795692740136, -10.663295965968809, 0.0804543363783165, 2.7997553978290286, -0.10911081420557399, 8.786694338445908, -4.238152654493309, 8.50601542530477, 0.06274472999111051, 2.509540420746165, -0.4225099070747768, -0.11045399268693569, -0.08237565996579362, -0.013017110752683695, -0.037909394844262555, -0.026776148687145385, -0.0003752062913910618, -0.013187961268131395, -0.018276177406445188, -0.027652331739844816, -0.027176077453627583, -0.00934188080459196, -0.013976936860521283, -0.013976288969280246, -0.005570477000869232, -0.010172108065002175, 0.0036608507809771217, 0.01350701148842422, 0.004093041626584016, -0.00011204584119445649, -0.00795394490137009, -0.23952499189642945, -0.1892509841407815, -0.021687408919899707, -0.02312576162612934, -0.03554300184721697, -0.02718058869907983, -0.02224365755194903, -0.01294077423458648, -0.010128790660433127, -0.009227313592844146, -0.0013206680898536808, -0.006972190648686975, -0.014766315436826884, -0.018369925762217496, -0.016458801681391067, -0.005436964403151047, -0.010911311149850783, -0.013464026297710024, 0.004213214548423278, 0.015731636298384772, 80.91909020244161, 42.584014767704055, 26.669706068201844, 28.700198917003185, 14.877457144836026, 15.514611506432352, 12.631268396978115, 12.67907167276308, 11.330578491472224, 9.69690668211273, 16.101897588501515, 8.98655535268253, 8.115832462746726, 8.594432160069175, 7.592555736670816, 6.967688553405304, 8.126200488784077, 6.124238566095627, 5.727591521281248, 6.059907721084007, 10.20835035882449, 8.458356730890056, 4.072320673626561, 4.233746814239844, 2.6902484937798334, 2.2396928386720694, 2.0188264618235996, 2.2845398785369007, 1.987177925035101, 1.6608267258960792, 2.1292526902539226, 1.447814889232172, 1.4572337884429014, 1.3715452476243863, 1.2901536745878246, 1.0949108338091036, 1.2202566039239786, 1.0867497104288353, 0.9922219370588996, 1.124570258980084, 4.018296029641257, 3.4302396088458655, 1.6788209294816283, 1.5172963967282027, 1.1970031664039331, 1.1124291317821764, 1.005533744508587, 0.9762647363431036, 1.098589583588837, 1.0203767485458384, 0.9862716012471341, 0.9409261984067223, 0.8846814235805401, 0.7791116310251566, 0.7421865066503365, 0.7038302697854247, 0.7787721497515417, 0.6437576037968546, 0.630459204720047, 0.7494663698019268]",60+,Nam
D:/Hoc/CSDL DPT/wav/60+_Nam_10.wav,"[134.94161666155944, 5.12083233740682, 119.60961217374037, 147.25670581005258]","[-326.05241663695955, 157.22532312917863, 1.9993414121830657, 25.603106867114143, -0.2572384337964187, 15.821535463762798, 1.2050106937082277, 3.9804331679902254, -6.744785157710333, 11.628521609505391, -2.105010525091398, 1.148502034066102, 7.579228138829709, 4.154086589371115, 6.045639849733709, -5.477003150266901, 2.793873137183111, -1.6102642887861434, 3.6120609839094793, 0.22366102376304384, -0.3359790175864487, -0.21458806089348495, 0.001779521746782615, -0.016752534090542864, -0.02139064825107561, -0.01798563622539425, 0.029723777737904956, 0.017660080105380654, -0.0008124230603344937, -0.017475324967894477, -0.008502894800081845, 0.007282632416497012, 0.009891665869592683, 0.026092450106272893, 0.00754265231932574, 0.0015089968187975628, -0.01018382405691898, -0.022240675378424307, -0.009997086144509504, 0.010868134104596194, -0.20911481111005167, -0.15131225430132014, 0.0001974036141393784, -0.011528738724339835, -0.02039351865514874, -0.016158756159504104, -0.021088429513254583, -0.003951024847591345, -0.008423075661939897, 0.0048681184530924015, 0.005827763123478941, 5.686461911128401e-05, 0.021582903178233647, 0.018999379819060868, 0.004837842215583952, -0.00932410037573297, -0.008202490773207812, 0.001794341161569694, -0.003676057938896736, -0.009462427015580423, 83.97417633858257, 28.495656842924877, 17.38590093022992, 15.635260447640544, 18.931473619486944, 18.074364813028506, 11.974994880832988, 9.715731535818241, 14.543611272132672, 9.963232831530055, 9.935354956531208, 8.976356261419715, 8.79152966301322, 10.403396466521087, 7.032506396433075, 7.954653354846501, 7.416276858655242, 6.916998316252291, 6.736800069267591, 7.067434857219366, 10.777777825481406, 5.122169290797589, 2.4582633069749877, 2.1915492013138778, 2.6136911557290556, 2.216831409160287, 2.0593233910381037, 1.389723978383688, 2.0071890569911797, 1.4528895571081861, 1.5449335131596145, 1.2280478289646344, 1.447426448750516, 1.7087975919627165, 1.200012611014022, 1.2004518524899104, 1.1152047560500984, 1.1914043389035793, 1.0899568224741492, 1.128766998915215, 4.2066504436929195, 1.9560959072044755, 1.2589256230743844, 0.9658983723269168, 1.237432581699615, 1.0094968516353937, 1.1326518442475482, 0.7912044969953085, 0.9328931166345878, 0.7284895562072046, 0.8029327192966016, 0.6917550993558365, 0.8032670684819536, 0.8520783704117351, 0.7061948243405747, 0.6858774225746204, 0.7375174380509516, 0.6675903540051258, 0.6128781613868628, 0.5989640090357942]",60+,Nam
D:/Hoc/CSDL DPT/wav/60+_Nam_11.wav,"[112.83167921049981, 36.09356197685181, 50.0, 162.4504792712471]","[-311.8524867644422, 150.3641315433399, -1.1221287678001748, 35.828421547758225, 6.886408069490991, 23.155967782168304, 6.073473933720423, 3.4570215616387663, -1.036537739724739, 6.823220610416003, 1.9442487997594875, -0.745272908914798, 4.308713955414767, 5.433255834109589, 9.172641077067922, -0.905207450896004, 4.931269103621809, 2.187171882241622, 4.119173140323145, 3.8468280200119622, -0.45572862161959865, -0.2779676202092832, -0.07369652292114688, -0.05073915313190761, -0.021386295062894696, -0.06180753240981186, -0.011476503476115514, -0.019222480951106895, 0.020973866705927522, -0.002683415472068662, 0.012140439174229842, 0.002152401711941863, -0.010302967835332221, -0.014539754496264299, 0.0005721678164102967, -0.010625857614746725, -0.01799597742082353, -0.010556660814036127, -0.006596958803400497, 0.012599412304057502, -0.20467274251039333, -0.16295775589512929, -0.006732084106813134, -0.0228371519604856, -0.019041456915092025, 0.026619522707500454, -0.00432296042786278, 0.0092291978512588, -0.005193467118933884, 0.0021464274662505215, -0.008653289493371888, -0.006977254186406468, -0.0182548809129052, -0.010470693565693629, -0.002764264630641941, -0.0027561327485687032, -0.014950818391633277, -0.01194806577557287, -0.0074106606176154175, -0.016175634550762846, 72.84020629832648, 31.822824640062088, 19.97447347753992, 24.8679418326793, 17.48763595353134, 17.13503754159203, 13.355257809598193, 10.284155639962803, 11.898067449479305, 9.440567533014137, 9.85254983541798, 10.287200185426776, 8.381596449960638, 8.816017192334154, 7.860170987437214, 6.711696387935224, 7.286299844024635, 8.367047105637118, 6.088722493529357, 6.870017606084247, 11.223520661582043, 5.859284583020372, 3.3319391789939927, 3.4992403963461087, 2.7531059314535056, 2.689368420819444, 1.8634898571323464, 1.7372843910132512, 2.153753024609669, 1.6081156270290045, 1.8723481849351, 1.4957668915796347, 1.4313701182362712, 1.4650978037725289, 1.3150687212663021, 1.1327996310828286, 1.1980645635692082, 1.3078784380302328, 1.1120222955280195, 1.2636241750865906, 4.88939539096871, 2.639646782306002, 1.817215118757462, 1.5843702775614739, 1.512609871375423, 1.3228668567684942, 1.0610321329547467, 1.0317071166777798, 1.1457266712290484, 0.9488888749245213, 1.1202543371071807, 0.7680469029869332, 0.8312254059758772, 0.8569374978755353, 0.8004618183764158, 0.7042292483161343, 0.7277209230212603, 0.7483289314009506, 0.7555649052323669, 0.7866447762884332]",60+,Nam
D:/Hoc/CSDL DPT/wav/60+_Nam_12.wav,"[137.0211262558841, 20.02577918196627, 109.68249796946259, 190.9683207820833]","[-346.2172835583226, 157.47179581621285, -8.693641967993209, 49.15121480799787, 4.324265510106019, 22.872950227045273, 3.0297688224106776, 2.8847245448881327, -3.6435781412712993, 6.833559039103139, -6.6874711146392585, 0.8382362167873879, 3.1154470443286613, -2.5678486761762236, 8.866292615245843, -6.198053894999385, 5.5812688216157555, 0.9020502097600399, 1.8525160464344106, 3.7344355660589117, 0.008720572330112624, -0.040753525281137404, -0.020984639097251987, 0.019347437920812147, -0.021292319434308062, -0.026452700811001525, 0.004301038682406231, 0.0023251669374141064, 0.0046801111352236385, -0.013111302307960893, -0.018173243235162593, 0.019118569270093495, -0.0020443387840666885, -6.245399619452822e-05, 0.01542078179872256, 0.01573704761006279, 0.018429526394898133, 0.0010717292061803696, -0.01181900436744915, -0.014940815963070984, -0.5717031632642563, -0.35305270079710377, 0.0023462946497997245, -0.04005619473977438, -0.03196359873770655, -0.06576156665056455, -0.015784406498852533, 0.00511244980062842, 0.010753226620566048, 0.009701936362864282, 0.005531366156659073, 0.00594301443242608, -0.006213352098332035, 0.002821153890338126, -0.000387268820747861, 0.013863999832323, -0.0020360727243622445, -0.009128470221582826, -0.017784862036500614, -0.019729977681493458, 61.53859121861289, 31.944296804709303, 19.986603143135227, 26.320933761796194, 15.787005989336413, 16.838873916511194, 12.64218127014444, 12.311501069056895, 12.35006238757767, 8.68121351348858, 11.512250841241396, 10.009713486676901, 6.930767158754949, 8.277194102483675, 8.494464348994427, 6.811917055910473, 6.564619335676601, 6.389682731059387, 6.663133653892906, 6.036257764975392, 9.891782277862683, 6.399536001816446, 3.196671326787507, 4.270586571751854, 2.704163822523024, 2.4123531008414707, 2.2170137096660825, 2.250573464075165, 1.9222463551233946, 1.5066144712576814, 2.0293316502688725, 1.5885917643218015, 1.2978378746209533, 1.4541060153607683, 1.4616623284749828, 1.1746734904066838, 1.1832371709410885, 1.2156935530482476, 1.1817632997985423, 0.9869739776850559, 4.689690752722142, 3.118395482774215, 1.605628542843496, 1.7157059024347718, 1.447317621260562, 1.264464497334878, 1.066840162392732, 1.1446051698076265, 1.0384544823118176, 0.9444642739501459, 1.0107990857252294, 0.8812627761177833, 0.7724703424071058, 0.8477107102995842, 0.8746094079750445, 0.7234138017903693, 0.7255351883486629, 0.8010965577071086, 0.7184557367916441, 0.6451423472208526]",60+,Nam
D:/Hoc/CSDL DPT/wav/60+_Nam_13.wav,"[135.79798436351422, 8.771097411011663, 118.9207115002721, 163.39154532410998]","[-354.4153909038816, 162.42295752969085, -11.747725331226018, 43.8759983783642, -4.639215903309676, 23.97899975678573, -0.9485483569271715, -2.0527182863710354, -4.300643699390699, 1.827105511654202, -2.7212894295945116, -6.212279848513029, 3.1393127615951566, -0.9034454211409096, 9.818125692518448, -1.5732808469666033, 5.895725742323257, 1.0719310810771083, 0.9940603652466925, -1.2448205757706532, -0.1609839976763972, -0.12689866455737256, -0.024494929647106055, -0.02765472860156012, -0.003558794251101425, 0.01686539880989302, -0.0003768138814149232, 0.005862402926970741, 0.015951054245632954, 0.0016071405259350767, 0.008782524868035208, 0.0013578496034724297, -0.013852812414283417, -0.01184500683551573, -0.007550874488091463, 0.0056818890875393515, -0.014106745216990159, -0.015851972941573762, -0.014708769600215374, -0.018359745732784906, -0.4296397454458515, -0.31169823624617077, -0.013912244387584129, -0.04189018196581646, -0.034105120039913214, 0.00031043716372859844, -0.020259245227895732, 0.00010837248213896117, 0.021706915530895626, 0.0009923806129765172, 0.015389492228582585, 0.006776025215544491, -0.012427909636501897, -0.022657609183993344, -0.02622199031995019, 0.00706126545988679, 0.010893948580907056, 0.007311121910699252, -0.011275274808761462, -0.025619807702591556, 67.57454713020338, 33.482057248182905, 21.884813408980214, 22.132831117519356, 16.236267788408355, 14.922308189696857, 11.798013965854643, 10.93655143012769, 10.789941303074263, 9.616658092011782, 12.004241630174484, 10.864350146746595, 9.004172665745456, 7.61529006697848, 6.10830308594112, 6.325225207507659, 7.015599253313161, 6.01151423425995, 5.834046103120828, 6.63686462487255, 10.633257481907878, 5.734634159616075, 3.5489108530791547, 3.296007831219425, 2.7384613905746042, 2.270685049164278, 2.03423893975519, 1.8006316930804382, 1.8047657806195436, 1.7160754210178693, 1.6357642416692113, 1.5199573835506324, 1.5015275628720919, 1.2143118017667691, 1.2106988144587523, 1.1825682483637652, 1.2514424017816483, 1.103807757537612, 1.008985784994756, 1.2159860809570298, 3.9945191209883784, 2.644234450679096, 1.594053022933447, 1.3773937865465278, 1.3392482815102726, 1.1563059820395578, 1.022647827720158, 0.9193492977330566, 1.0742855345808022, 0.977215277825699, 0.9519211321562832, 0.7896798530294459, 0.7923706937971818, 0.8316881602327848, 0.7417355329432753, 0.7205514980853585, 0.7563587155242755, 0.7487051449655323, 0.7185033696496899, 0.7107810882323822]",60+,Nam
D:/Hoc/CSDL DPT/wav/60+_Nam_14.wav,"[153.5063941514203, 23.419409900782366, 116.20455869578394, 219.36499593892518]","[-338.5038719211212, 155.71773673214875, -13.620557964103604, 49.1973916474484, -3.683123856024015, 26.590189475173545, -4.618054701789415, 1.6650832915889526, -7.247043182560184, 2.6075637286647457, -9.316181473798688, -4.954940833465156, 2.8117374102529165, -2.693952068506469, 10.473249624087568, -5.202570110673724, 7.156766510625794, -0.28106612999408076, 1.367251748639316, -0.8552590344404751, -0.48135218370982796, -0.01622660363226948, 0.05457175784562221, -0.20542143921092315, 0.053473527971441816, -0.029652269017622506, -0.03081021378293479, -0.0481971416746529, 0.025297614253974463, -0.002393432795892647, -0.01192032099447652, 0.013382312059434064, -0.0034194458060551095, -0.007749381033834429, -0.0432153020016652, 0.020276551010517646, -0.00271760410006889, -0.01385078856738511, -0.015398649719186995, -0.0010802133829062367, -0.759000670623505, -0.12542633459057054, 0.09186181547689126, -0.21243458798029963, 0.04318928559426567, -0.05502064297371608, 0.036933271005133717, -0.03313652357656934, 0.024073140635903437, 0.009635946342914533, -0.018248653203926376, 0.0015436573940446903, 0.004284861079358182, 0.014657634182716846, -0.030970071651856015, 0.013181740100050035, -0.019300814546004942, -0.0016561092308611345, -0.014640052917345268, 0.025483441542834495, 57.82794894613566, 36.66139509793058, 18.908945926436203, 23.852727833697486, 16.649848168863514, 16.679121142644565, 12.639816201126855, 11.331104448012416, 10.931878396826393, 10.727713163783214, 13.305739418306612, 11.44127466247727, 7.841911492511606, 8.387425281213213, 9.58365822536941, 6.831810719542406, 8.11297798318275, 6.798647917167748, 7.237779904034941, 8.00906183613861, 11.989922059524028, 5.526304396367487, 3.225622625045162, 4.142431112929246, 2.5353294074256825, 2.6195769105589193, 2.460490095927166, 2.240867403337757, 2.04429706040482, 1.8447867701007854, 2.07595377295008, 1.664125005984631, 1.347919739344068, 1.3489687807689086, 1.4838225566330896, 1.2271235067791555, 1.3179601228892999, 1.2025151889416992, 1.195907908148441, 1.4719539296791027, 5.287732008782673, 2.114900990720947, 1.3543095067997326, 2.0076357061286667, 1.1851225373565133, 1.1689586861695511, 1.1117423353889686, 1.0924823505596242, 1.1753824283295797, 1.1105101982856818, 1.0689150369028886, 0.8309739435065365, 0.7897398037978576, 0.7597332205175755, 0.94741642772799, 0.7374808189720966, 0.8084566591302934, 0.7393243716827852, 0.7475130013305787, 0.8731900225991495]",60+,Nam
D:/Hoc/CSDL DPT/wav/60+_Nam_15.wav,"[128.30359459247163, 28.433855090867944, 50.0, 155.11447618337345]","[-357.6881957157866, 146.29067007052595, 2.8154007944572164, 37.47112757713519, 3.4428899873712417, 16.198247663604036, 5.009432419152643, 2.3160898584111664, -0.007662281793657447, -1.0984386249234368, -3.1292869662479177, 2.270338405844011, 1.9889016893075815, 1.846134870289562, 9.775650886040328, 0.1766796220598489, 6.342870289322936, 2.164793380363686, 2.4660558905805385, 1.8189903808879455, 0.07064012993720675, -0.07588196437740405, -0.05914536956589835, -0.025509061550147934, 0.0032879981393614042, -0.006863472581559518, -0.0019705618205580083, 0.001010370202601269, -0.01811685372314756, -0.0004559363589262126, 0.021163353925218883, 0.03697203837168288, 0.010031941474623031, -0.003511959943502838, -0.014347480057817923, -0.00792099592736107, -0.01697111939068935, -0.018214422742942913, 0.004114899359809908, 0.011464819039680042, -0.6453348758665904, -0.3006425293570299, -0.016955652645223206, -0.02847986793775272, -0.0010796750718619521, 0.015818757578039914, 0.053971952066906026, 0.015463090376768436, 0.025920411114156286, -0.006152762261358504, 0.03426285928887268, 0.021887355227265263, 0.003021251720087848, -0.014253270480980835, -0.05037478765576245, -0.03733736094133419, -0.030136074039582066, 0.010057091917487914, 0.005121790413506686, 0.0023409738161020424, 60.37463668029668, 32.65624176695697, 21.50506942090463, 22.2049520406229, 15.49978222703807, 14.803662769816283, 11.163379496277152, 9.941415542434072, 10.502446529266676, 8.052159558537452, 10.964685749865218, 8.995662577519116, 6.261175307187421, 8.441211278110076, 7.422032757241058, 6.2067103551475045, 6.135736395133009, 6.763600112102789, 6.130912949538581, 5.291899624519376, 10.87064069851853, 5.733129353498829, 2.938439972240999, 3.2008554229480466, 2.5573183746787316, 2.022723629856649, 1.7238910440358541, 1.8211207760108474, 1.7425950349250956, 1.2323642945021962, 1.7344364749762573, 1.3121803628056763, 1.1508781307563198, 1.474634187614572, 1.264000807459031, 1.0840975827969277, 1.0280040082331299, 1.149240134257103, 1.068270488372369, 0.9319583448344976, 4.667224924337542, 2.3235425561558913, 1.5334847546433976, 1.3407524940038587, 1.251089416068213, 0.9804046994629091, 0.9391726436772765, 0.8777664385914528, 0.9467955792439054, 0.7577965076789278, 0.9191872181162067, 0.816157765161995, 0.6979346552534765, 0.7392364553851591, 0.8069968464597971, 0.7571043848963411, 0.6166725035113468, 0.7025686701062342, 0.6632041110958057, 0.6306848876359673]",60+,Nam
D:/Hoc/CSDL DPT/wav/60+_Nam_16.wav,"[135.97962215464818, 10.054179119051508, 117.55479062836088, 160.5845763726753]","[-349.7063967012295, 156.42943938574334, -9.086573546698752, 47.75372490679501, 0.5936719129691849, 23.579832804107888, -2.5990958962931723, 2.0555208880181244, -5.702320687848561, -0.12229562003079539, -4.160066361934187, -1.5810077525135482, 2.8092708031829265, -2.771676316964791, 11.547300386406048, -3.8303338199291064, 4.914914266791097, 1.318844261080442, 1.1151453758515537, -0.46878155675537353, -0.13554676259312384, -0.08540640576652815, -0.016525405780071317, -0.015082022589978122, -0.024793070575936424, -0.02124277909327977, 0.00573818453600826, -0.0002635466470683425, 0.03155416336917821, 0.01441289825290125, 0.010208773497592031, 0.023174208773078932, 0.03429422168098159, 0.02019205126823904, 0.005690919641402542, 0.017744897554306655, -0.0017066004815392362, -0.014702963255144941, -0.01371630328384807, 0.0052083064219845855, -0.5199748105791279, -0.26689825792954996, -0.004583514112277781, -0.07444849089303965, 0.00785388558309027, -0.052717032327288686, -0.01750055242546308, -0.009674600556931957, 0.0008183088098384054, 0.006316586018543395, -0.00448686884556141, -0.008989912180818845, -0.01644253509605583, -0.009150831185319242, -0.008827572422879031, 0.006266515782427855, -0.0018554807568800596, -0.0009450788489754231, -0.004167711649099057, -0.0020982068621014293, 63.26415771032262, 36.84627538245748, 20.506455441109942, 26.83508924969546, 14.864633418674186, 15.490822053762665, 10.874153122880829, 10.716254343677436, 12.655676929856407, 8.042683152491293, 11.828595730389926, 9.137220677898556, 7.198521224294871, 8.747260426976107, 8.757445692907016, 7.141144694866936, 6.6760243720633055, 7.129770196227137, 5.89418367467036, 6.433413263632278, 10.059359067003177, 6.602338867364283, 3.546894170378132, 4.578298199411453, 2.693942902002911, 2.2037441510524585, 1.8281866197109773, 2.0909117964661634, 2.190168411316154, 1.4376624424604798, 2.086048905418511, 1.4135063768580038, 1.2478896460270932, 1.4971582498879994, 1.5526374829460328, 1.3403471341951438, 1.1721363131545939, 1.206878331022588, 1.049779048422075, 1.144420572401993, 4.276491085456368, 2.8514108589323777, 1.6160628924092004, 1.8423620700509784, 1.4323383729430708, 1.1048159075318091, 1.0128125354657749, 1.0339776254230553, 1.1328765213058285, 0.8956022807769347, 1.092999508820848, 0.7905784906300116, 0.8010022865298321, 0.7559277097927849, 0.8407655881380818, 0.8085090130749135, 0.6768704034745482, 0.737663749689177, 0.6762567340452643, 0.7263374181965783]",60+,Nam
D:/Hoc/CSDL DPT/wav/60+_Nam_17.wav,"[142.03207915825186, 7.3466902407629595, 120.99940892192926, 155.11447618337345]","[-315.04730143480145, 136.36753393815812, -1.065618558485365, 41.11530053288851, 5.930162340461076, 15.274126025718736, 7.733250474249166, 1.3228121827128234, -2.930210874852578, -2.10120238142783, -0.7119741880847521, 3.927346167615456, 2.633932972634095, 2.272133908972557, 9.070276844668248, -0.09669100531370803, 6.214243155620352, 4.15623107468249, 3.3406510546863366, -0.04522194095859607, -0.39729540701490457, -0.0928621226828573, 0.07396728878788811, -0.11968202224484474, 0.0015461173692923613, -0.03025689737832006, 0.0007991857890144579, -0.0035562699504152716, 0.029589480269772758, -0.0032001052951264866, -0.03539717537055427, -0.04858422041990539, -0.04696950187076508, -0.0001913955224625763, -0.02232141409157346, 0.0030584906759900145, -0.037159104875393416, 0.01749877523774465, 0.052207134607045756, 0.02696579294681962, -0.6305486037594679, -0.18301853171453067, 0.04891149365528986, -0.12180550830047729, 0.049396518316119686, -0.033406206584539855, -0.011607552014011532, -0.002592158352998461, 0.025649495215185957, -0.009037834628979181, -0.007837258105320556, -0.014337621489288088, -0.014936892871072196, 0.014137296806601666, -0.02014306632567828, 0.01941265848543089, 0.00535562628194516, 0.008889087818533859, -0.005511125856023498, -0.0007479669203267589, 61.66358858527278, 37.82835915715086, 22.98443429170994, 29.18750978226515, 14.725034559173894, 13.591075743565508, 10.21737014382841, 13.176051603236688, 10.856267421018227, 9.014290299571588, 10.982210337043684, 9.258695149914693, 8.798537244708537, 7.784212554031406, 7.058667020817315, 6.613367937702433, 6.654046537108239, 5.818155321761903, 5.7449976561157206, 6.54045786171869, 11.055597116316529, 7.519574901457095, 3.7196369800026097, 4.561263747850793, 2.5741806163604206, 2.032893973125515, 1.810883215055004, 2.074374876631994, 1.8775918437244992, 1.5974701470596187, 1.7429631730019868, 1.5544599310999245, 1.503352334715405, 1.3667035664217133, 1.2664617046344913, 1.0984763934060129, 1.1211240683118235, 1.14420193370734, 1.0290535128384037, 1.0678107805589965, 5.393339343232218, 3.2185548143694476, 1.6917546366298133, 2.003270809456474, 1.3359603710134507, 1.1030462336820674, 1.058541125794916, 1.0432355349334048, 1.040246976947321, 0.9027555124588668, 0.8877237367029353, 0.8277894998048276, 0.7957950997320273, 0.8309739946543027, 0.8088549790263501, 0.6899159234032327, 0.7940554287158357, 0.7287595577181851, 0.6114584917438539, 0.6715827256700047]",60+,Nam
D:/Hoc/CSDL DPT/wav/60+_Nam_18.wav,"[174.1185374759519, 25.395380343315683, 128.1944081920729, 235.10958125672175]","[-336.60541312099315, 143.70067401026455, 1.4196280566052621, 37.04503076228449, 6.481450705008198, 11.605875821874662, 4.119240760806971, -4.464951517765889, -3.9977912607883366, 3.2753904478835403, -2.997908492331352, 1.965764198168883, 1.299349121706434, 2.0431057925863088, 10.14079141944036, 0.0835775143671256, 7.079471794577687, 4.126006823379553, 2.3664739489536846, -0.42362809065663554, 0.015771090555695515, -0.04498550092554601, 0.0018582383716924645, 0.0020241563864078073, -0.033273906670631646, 0.010149190635910799, -0.024644602700213947, -0.011878023445016218, -0.010340595704935446, 0.004791973788724562, -0.014813044928205508, -0.013229876204307796, -0.006792478030171736, -0.012526422070992192, 0.00644681104903975, -0.0077126776880352185, 0.008432449805350573, 0.016370607123121463, 0.017702330812742022, -0.005638653004502613, -0.298863934431241, -0.22929848743499767, -0.04022064710964396, -0.053536918279413405, -0.0280157728380854, -0.028599803954568386, -0.04603565041727254, -0.01903279935100543, 0.0011284240284694014, 0.006819363858291801, -0.00901907436226682, -0.006283914513228818, -0.002011237739693578, -0.005803771727225307, -0.0015107113436485583, -0.005569798062015103, -0.012829917753642856, -0.0013139138542838543, 0.003579891039788451, -0.005715205202504702, 52.922056706051855, 35.23296421084013, 20.88375850071824, 21.604004811831803, 14.936927767869422, 18.616424747138158, 9.689590350360398, 10.92093462018793, 10.147712920436662, 8.423862971055428, 10.09169866875393, 7.591635623192583, 6.909876203938764, 7.1909681322803785, 7.296845375571294, 6.315861598297486, 6.672231544676811, 6.181467263939147, 5.683894574682334, 6.688196547995665, 9.510178882443043, 6.776047713967263, 3.577466748825214, 3.8168501481106833, 2.3753576228331377, 2.7909085736799613, 1.7856390286200763, 2.0110010459740764, 1.9604581026431596, 1.4470423472177534, 1.672400480645166, 1.2671378778598883, 1.2851720248580754, 1.3245246339607946, 1.3110215612205105, 1.062102578974933, 1.1403731865549458, 1.0821644060583968, 1.0009426671795154, 1.208262537317131, 3.6613565765529428, 2.6384047616822044, 1.7665458750654637, 1.6353922247259332, 1.2751489797115356, 1.220996033843053, 1.0366400912866292, 0.9829896430877318, 0.9602808320432434, 0.8437070527771875, 0.8931248830811304, 0.8023858230578425, 0.7517191892674656, 0.7962862288899158, 0.7508626839586223, 0.6658544055579013, 0.6390078547859305, 0.6706289701529232, 0.6559858480106469, 0.7709539308387392]",60+,Nam
